Year,GNI,Country_EN,Quality of Life Index,Purchasing Power Index,Safety Index,Health Care Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,Pollution Index,Climate Index,Code,Country_HU
2021,,India,104.52,47.13,55.28,66.25,25.16,11.31,46.66,79.62,65.3,IND,India
2021,,Morocco,104.42,32.17,50.9,45.81,36.85,13.49,36.3,70.38,90.04,MAR,Marokkó
2021,,China,103.15,57.47,69.83,66.38,42.54,29.02,40.89,81.47,80.15,CHN,Kína
2021,,Azerbaijan,102.88,25.77,68.34,44.02,30.9,16.58,39.41,75.44,91.4,AZE,Azerbajdzsán
2021,,Russian Federation,101.67,34.61,59.87,58.44,33.17,11.14,44.6,62.32,38.46,RUS,Oroszország
2021,,Colombia,101.33,26.13,44.23,66.72,31.0,18.67,47.34,62.88,88.3,COL,Kolumbia
2021,,Thailand,100.29,31.36,60.62,78.08,49.32,22.16,39.19,75.39,69.45,THA,Thaiföld
2021,,Chile,99.9,33.33,47.92,63.72,49.33,17.6,35.56,78.96,90.21,CHL,Chile
2021,,Hong Kong,99.34,62.45,78.27,66.34,79.94,45.19,42.28,67.3,83.64,HKG,Hongkong
2021,,Kazakhstan,96.42,34.92,45.98,60.09,29.76,9.63,33.64,72.62,39.78,KAZ,Kazahsztán
2021,,Lebanon,94.47,29.49,53.04,63.29,75.88,14.07,39.06,89.35,94.74,LBN,Libanon
2021,,Indonesia,90.1,20.89,53.77,60.49,37.44,22.01,43.4,67.08,68.48,IDN,Indonézia
2021,,Viet Nam,88.38,27.26,53.91,58.28,38.05,20.59,29.61,85.92,71.09,VNM,Vietnám
2021,,Egypt,86.31,19.99,53.21,46.21,30.1,13.65,49.08,84.35,91.98,EGY,Egyiptom
2021,,Peru,83.3,28.81,33.39,56.38,36.26,16.88,48.81,82.69,97.69,PER,Peru
2021,,Sri Lanka,79.78,20.77,58.81,72.63,31.28,35.01,57.2,59.92,59.11,LKA,Srí Lanka
2021,,Philippines,78.39,19.71,57.84,67.09,40.65,30.14,44.04,74.06,61.03,PHL,Fülöp-szigetek
2021,,Kenya,75.77,27.67,38.6,55.83,36.3,27.27,57.39,75.88,99.79,KEN,Kenya
2021,,Bangladesh,65.27,24.07,35.78,42.7,33.31,14.43,58.53,84.91,72.91,BGD,Banglades
2021,,Iran (Islamic Republic of),64.73,19.0,50.81,52.25,41.34,34.24,47.43,76.13,70.99,IRN,Irán
2021,,Nigeria,52.0,9.78,36.14,48.89,29.74,17.74,61.68,87.35,60.75,NGA,Nigéria
